 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
53,210,2,2,62,188,31,31,31.0,0.0,94,94,94.0,0.0,1190476.19,19047.61905,70.0,115.1824639,203,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,64,64,9523.809524,9523.809524,31,94,56.2,34.50652112,1190.7,0,0,0,0,0,0,0,0,1,70.25,31.0,94.0,64,0,0,0,0,0,0,2,62,2,188,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,205,2,2,46,46,23,23,23.0,0.0,23,23,23.0,0.0,448780.4878,19512.19512,68.33333333,34.35597959,108,48,49,49.0,0.0,49,49,48,48.0,0.0,48,48,0,0,0,0,64,64,9756.097561,9756.097561,23,23,23.0,0.0,0.0,0,0,0,0,0,0,0,0,1,28.75,23.0,23.0,64,0,0,0,0,0,0,2,46,2,46,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,87509,8,5,526,4131,206,0,65.75,80.4394182,1430,0,826.2,754.4913518,53217.38335,148.5561485,7292.416667,14399.28376,38404,4,87509,12501.28571,17786.81369,38634,4,37742,9435.5,18381.20267,37006,50,0,0,0,0,172,112,91.41916831,57.1369802,0,1430,332.6428571,569.8057168,324678.5549,0,0,0,1,0,0,0,0,0,358.2307692,65.75,826.2,172,0,0,0,0,0,0,8,526,5,4131,8192,343,7,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
55611,47,1,2,6,12,6,6,6.0,0.0,6,6,6.0,0.0,382978.7234,63829.78723,23.5,30.40559159,45,2,0,0.0,0.0,0,0,2,2.0,0.0,2,2,0,0,0,0,20,40,21276.59574,42553.19149,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,2,8.0,6.0,6.0,20,0,0,0,0,0,0,1,6,2,12,229,16370,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30528,1,1,48,88,48,48,48.0,0.0,88,88,88.0,0.0,4454.926625,65.51362683,30528.0,0.0,30528,30528,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,32.75681342,32.75681342,48,88,61.33333333,23.09401077,533.3333333,0,0,0,0,0,0,0,0,1,92.0,48.0,88.0,20,0,0,0,0,0,0,1,48,1,88,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,59819948,6,4,184,672,36,28,30.66666667,4.131182236,284,52,168.0,133.9452625,14.30960789,0.167168316,6646660.889,19900000.0,59800000,3,59800000,12000000.0,26700000.0,59800000,3,59800000,19900000.0,34500000.0,59800000,3,0,0,0,0,144,104,0.10030099,0.066867327,28,284,81.09090909,100.7029836,10141.09091,0,0,0,0,0,0,0,0,0,89.2,30.66666667,168.0,144,0,0,0,0,0,0,6,184,4,672,-1,-1,5,20,152.0,0.0,152,152,59800000.0,0.0,59800000,59800000,BENIGN
53,138534,1,1,44,147,44,44,44.0,0.0,147,147,147.0,0.0,1378.722913,14.43688914,138534.0,0.0,138534,138534,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,40,7.21844457,7.21844457,44,147,78.33333333,59.46707773,3536.333333,0,0,0,0,0,0,0,0,1,117.5,44.0,147.0,32,0,0,0,0,0,0,1,44,1,147,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,5341188,8,4,389,3023,208,0,48.625,76.83923384,2966,0,755.75,1473.675761,638.8091938,2.246691186,485562.5455,1459916.824,4883504,2,5341188,763026.8571,1819581.068,4883504,2,182843,60947.66667,51012.67741,94487,2242,0,0,0,0,172,92,1.497794124,0.748897062,0,2966,262.4615385,814.6839485,663709.9359,0,0,0,1,0,0,0,0,0,284.3333333,48.625,755.75,172,0,0,0,0,0,0,8,389,4,3023,8192,110,7,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,231,2,2,76,266,38,38,38.0,0.0,133,133,133.0,0.0,1480519.481,17316.01732,77.0,127.3067162,224,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,80,8658.008658,8658.008658,38,133,76.0,52.03364296,2707.5,0,0,0,0,0,0,0,0,1,95.0,38.0,133.0,64,0,0,0,0,0,0,2,76,2,266,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
42744,53,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,37735.84906,53.0,0.0,53,53,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,18867.92453,18867.92453,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,122,328,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,138874,3,1,12,0,6,0,4.0,3.464101615,0,0,0.0,0.0,86.40926307,28.80308769,46291.33333,44099.35557,87910,72,138874,69437.0,26124.76714,87910,50964,0,0.0,0.0,0,0,0,0,0,0,72,32,21.60231577,7.200771923,0,6,2.4,3.286335345,10.8,0,0,0,1,0,0,0,0,0,3.0,4.0,0.0,72,0,0,0,0,0,0,3,12,1,0,8192,26883,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,5033551,5,1,129,41,45,6,25.8,18.78030884,41,41,41.0,0.0,33.77337391,1.192001432,1006710.2,2242465.633,5018138,46,5033551,1258387.75,2506510.089,5018138,46,0,0.0,0.0,0,0,1,0,0,0,100,20,0.993334527,0.198666905,6,45,30.14285714,17.03358028,290.1428571,0,1,0,0,1,0,0,0,0,35.16666667,25.8,41.0,100,0,0,0,0,0,0,5,129,1,41,343,32,4,20,15111.0,0.0,15111,15111,5018138.0,0.0,5018138,5018138,BENIGN
57960,1,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,12000000.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,40,0,2000000.0,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,913,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,22882,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,87.40494712,22882.0,0.0,22882,22882,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,43.70247356,43.70247356,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,245,675,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,115300211,2,2,119,263,61,58,59.5,2.121320344,138,125,131.5,9.192388155,3.313090208,0.034692044,38400000.0,66500000.0,115000000,23575,115000000,115000000.0,0.0,115000000,115000000,115000000,115000000.0,0.0,115000000,115000000,0,0,0,0,52,60,0.017346022,0.017346022,58,138,88.0,39.99374951,1599.5,0,0,0,0,0,0,0,0,1,110.0,59.5,131.5,52,0,0,0,0,0,0,2,119,2,263,-1,-1,1,20,23575.0,0.0,23575,23575,115000000.0,0.0,115000000,115000000,BENIGN
48688,5,2,0,1983,0,1983,0,991.5,1402.192747,0,0,0.0,0.0,397000000.0,400000.0,5.0,0.0,5,5,5,5.0,0.0,5,5,0,0.0,0.0,0,0,1,0,0,0,64,0,400000.0,0.0,0,1983,1322.0,1144.885584,1310763.0,0,1,0,0,1,0,0,0,0,1983.0,991.5,0.0,64,0,0,0,0,0,0,2,1983,0,0,235,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,167,2,2,64,248,32,32,32.0,0.0,124,124,124.0,0.0,1868263.473,23952.09581,55.66666667,90.35670054,160,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,11976.0479,11976.0479,32,124,68.8,50.39047529,2539.2,0,0,0,0,0,0,0,0,1,86.0,32.0,124.0,40,0,0,0,0,0,0,2,64,2,248,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
57343,364,2,1,280,6,274,6,140.0,189.5046174,6,6,6.0,0.0,785714.2857,8241.758242,182.0,251.7300141,360,4,364,364.0,0.0,364,364,0,0.0,0.0,0,0,1,0,0,0,40,20,5494.505495,2747.252747,6,274,140.0,154.7298721,23941.33333,0,1,0,0,1,0,0,0,0,186.6666667,140.0,6.0,40,0,0,0,0,0,0,2,280,1,6,60,0,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
49352,3,2,0,124,0,62,62,62.0,0.0,0,0,0.0,0.0,41300000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.6667,0.0,62,62,62.0,0.0,0.0,0,0,0,0,0,0,0,0,0,93.0,62.0,0.0,64,0,0,0,0,0,0,2,124,0,0,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,60574890,10,10,503,537,455,0,50.3,142.2095871,525,0,53.7,165.6167262,17.16883019,0.330169811,3188152.105,4731591.4,9999927,22,60400000,6710323.556,4948914.977,10100000,37933,60500000,6724904.0,4988220.037,10100000,2159,0,0,0,0,212,284,0.165084906,0.165084906,0,525,49.52380952,146.8851997,21575.2619,0,0,0,1,0,0,0,0,1,52.0,50.3,53.7,212,0,0,0,0,0,0,10,503,10,537,8192,110,9,20,98916.33333,117765.947,339305,50683,9966569.0,79866.71652,9999927,9803561,BENIGN
443,110750,9,9,5112,989,4803,0,568.0,1589.641312,835,2,109.8888889,273.2496315,55088.03612,162.5282167,6514.705882,10270.14139,24213,1,110750,13843.75,14621.74427,34113,3,86267,10783.375,14538.73409,34202,1,0,0,0,0,200,184,81.26410835,81.26410835,0,4803,321.1052632,1102.175419,1214790.655,0,0,0,1,0,0,0,0,1,338.9444444,568.0,109.8888889,200,0,0,0,0,0,0,9,5112,9,989,29200,65535,8,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
35214,69233796,7,9,11595,350,4344,0,1656.428571,1760.597234,338,0,38.88888889,112.1967518,172.5313458,0.231101007,4615586.4,17800000.0,69100000,0,69200000,11500000.0,28200000.0,69100000,14,69100000,8637510.0,24400000.0,69100000,0,0,0,0,0,232,272,0.101106691,0.129994317,0,4344,702.6470588,1358.438945,1845356.368,0,0,0,0,1,1,0,0,1,746.5625,1656.428571,38.88888889,232,0,0,0,0,0,0,7,11595,9,350,235,229,4,32,8947.0,0.0,8947,8947,69100000.0,0.0,69100000,69100000,BENIGN
22,168,2,1,12,6,6,6,6.0,0.0,6,6,6.0,0.0,107142.8571,17857.14286,84.0,108.8944443,161,7,161,161.0,0.0,161,161,0,0.0,0.0,0,0,0,0,0,0,40,20,11904.7619,5952.380952,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,0,8.0,6.0,6.0,40,0,0,0,0,0,0,2,12,1,6,16062,245,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,100230,1,1,41,143,41,41,41.0,0.0,143,143,143.0,0.0,1835.777711,19.95410556,100230.0,0.0,100230,100230,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,9.977052779,9.977052779,41,143,75.0,58.88972746,3468.0,0,0,0,0,0,0,0,0,1,112.5,41.0,143.0,32,0,0,0,0,0,0,1,41,1,143,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5823124,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.686916507,1941041.333,3318257.371,5772524,53,5823124,2911562.0,4046011.262,5772524,50600,0,0.0,0.0,0,0,0,0,0,0,104,40,0.515187381,0.171729127,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,26847,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
21,49,1,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,61224.4898,24.5,33.23401872,48,1,0,0.0,0.0,0,0,48,48.0,0.0,48,48,0,0,0,0,32,64,20408.16327,40816.32653,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,2,0,229,227,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
137,21,13,0,650,0,50,50,50.0,0.0,0,0,0.0,0.0,31000000.0,619047.619,1.75,1.712255291,7,1,21,1.75,1.712255291,7,1,0,0.0,0.0,0,0,0,0,0,0,416,0,619047.619,0.0,50,50,50.0,0.0,0.0,0,0,0,0,0,0,0,0,0,53.84615385,50.0,0.0,416,0,0,0,0,0,0,13,650,0,0,-1,-1,12,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,171872,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,69.81940048,11.63656675,171872.0,0.0,171872,171872,171872,171872.0,0.0,171872,171872,0,0.0,0.0,0,0,0,0,0,0,40,0,11.63656675,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,32768,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,195348,2,2,68,192,34,34,34.0,0.0,96,96,96.0,0.0,1330.958085,20.47627823,65116.0,112779.8903,195343,1,1,1.0,0.0,1,1,4,4.0,0.0,4,4,0,0,0,0,88,40,10.23813912,10.23813912,34,96,58.8,33.95879857,1153.2,0,0,0,0,0,0,0,0,1,73.5,34.0,96.0,88,0,0,0,0,0,0,2,68,2,192,-1,-1,1,44,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,115923,1,1,41,205,41,41,41.0,0.0,205,205,205.0,0.0,2122.098289,17.25283162,115923.0,0.0,115923,115923,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,40,8.62641581,8.62641581,41,205,95.66666667,94.68544415,8965.333333,0,0,0,0,0,0,0,0,1,143.5,41.0,205.0,32,0,0,0,0,0,0,1,41,1,205,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,79410869,2,2,153,359,96,57,76.5,27.57716447,185,174,179.5,7.778174593,6.44748013,0.050370939,26500000.0,45800000.0,79300000,23372,79400000,79400000.0,0.0,79400000,79400000,79400000,79400000.0,0.0,79400000,79400000,0,0,0,0,52,52,0.025185469,0.025185469,57,185,121.6,55.33805201,3062.3,0,0,0,0,0,0,0,0,1,152.0,76.5,179.5,52,0,0,0,0,0,0,2,153,2,359,-1,-1,1,20,23372.0,0.0,23372,23372,79300000.0,0.0,79300000,79300000,BENIGN
80,118264479,20,21,6553,5557,3541,0,327.65,877.9072769,1597,2,264.6190476,558.169551,102.39761,0.346680595,2956611.975,4490659.884,10000000,11,118000000,6224446.263,4743772.877,10000000,45,113000000,5627211.45,5004771.942,10000000,45,0,0,0,0,412,424,0.169112486,0.17756811,0,3541,288.3333333,715.6888092,512210.4715,0,0,0,1,0,0,0,0,1,295.3658537,327.65,264.6190476,412,0,0,0,0,0,0,20,6553,21,5557,8192,8190,19,20,231190.0909,687751.2131,2304838,23707,10000000.0,263.7026218,10000000,9999748,BENIGN
80,39554,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,50.56378622,39554.0,0.0,39554,39554,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,25.28189311,25.28189311,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,356,1039,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,83941,4,2,156,468,39,39,39.0,0.0,234,234,234.0,0.0,7433.792783,71.47877676,16788.2,24238.05272,52850,3,31087,10362.33333,17942.89167,31081,3,4,4.0,0.0,4,4,0,0,0,0,80,64,47.65251784,23.82625892,39,234,94.71428571,95.15025711,9053.571429,0,0,0,0,0,0,0,0,0,110.5,39.0,234.0,80,0,0,0,0,0,0,4,156,2,468,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,60849614,14,14,2102,4154,1725,0,150.1428571,456.8067858,1601,0,296.7142857,585.9827286,102.8108412,0.460150824,2253689.407,4220157.812,10000000,90,60800000,4680739.538,5164817.306,10100000,341,60800000,4677149.692,5176182.029,10100000,250,0,0,0,0,292,364,0.230075412,0.230075412,0,1725,215.7241379,513.225368,263400.2783,0,0,0,1,0,0,0,0,1,223.4285714,150.1428571,296.7142857,292,0,0,0,0,0,0,14,2102,14,4154,8192,123,13,20,73334.66667,64549.0613,205058,46138,10000000.0,5482.726673,10000000,9991266,BENIGN
53,31039,2,2,68,158,34,34,34.0,0.0,79,79,79.0,0.0,7281.162409,128.8701311,10346.33333,17876.22187,30988,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,64,64,64.43506556,64.43506556,34,79,52.0,24.64751509,607.5,0,0,0,0,0,0,0,0,1,65.0,34.0,79.0,64,0,0,0,0,0,0,2,68,2,158,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,24487,2,2,60,344,30,30,30.0,0.0,172,172,172.0,0.0,16498.55025,163.3519827,8162.333333,14134.11198,24483,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,64,64,81.67599134,81.67599134,30,172,86.8,77.77660317,6049.2,0,0,0,0,0,0,0,0,1,108.5,30.0,172.0,64,0,0,0,0,0,0,2,60,2,344,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,25444136,4,3,24,0,6,6,6.0,0.0,0,0,0.0,0.0,0.943242875,0.275112505,4240689.333,4914827.883,9991755,23489,25400000,8481378.667,2656710.173,10000000,5413674,20000000,10000000.0,1989.798482,10000000,10000000,0,0,0,0,80,96,0.157207146,0.117905359,0,6,3.75,3.105295017,9.642857143,0,0,0,0,1,0,0,0,0,4.285714286,6.0,0.0,80,0,0,0,0,0,0,4,24,3,0,16226,296,3,20,23691.5,286.3782464,23894,23489,9991539.5,304.7630227,9991755,9991324,BENIGN
53,82290,1,1,44,90,44,44,44.0,0.0,90,90,90.0,0.0,1628.38741,24.30428971,82290.0,0.0,82290,82290,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,12.15214485,12.15214485,44,90,59.33333333,26.55811238,705.3333333,0,0,0,0,0,0,0,0,1,89.0,44.0,90.0,20,0,0,0,0,0,0,1,44,1,90,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,51311,4,2,172,142,43,43,43.0,0.0,71,71,71.0,0.0,6119.545517,116.9339908,10262.2,14658.8386,31652,4,31660,10553.33333,18271.98132,31652,4,49,49.0,0.0,49,49,0,0,0,0,104,40,77.95599384,38.97799692,43,71,51.0,13.66260102,186.6666667,0,0,0,0,0,0,0,0,0,59.5,43.0,71.0,104,0,0,0,0,0,0,4,172,2,142,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
88,828,7,4,2808,2776,1395,0,401.1428571,678.9389832,1388,0,694.0,801.3621736,6743961.353,13285.02415,82.8,131.9661573,442,2,828,138.0,225.9796451,588,2,704,234.6666667,362.9853073,653,3,0,0,0,0,164,104,8454.10628,4830.917874,0,1395,465.3333333,684.027157,467893.1515,0,0,0,1,0,0,0,0,0,507.6363636,401.1428571,694.0,164,0,0,0,0,0,0,7,2808,4,2776,8192,2053,5,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,188,2,2,76,154,38,38,38.0,0.0,77,77,77.0,0.0,1223404.255,21276.59574,62.66666667,103.3456982,182,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,10638.29787,10638.29787,38,77,53.6,21.36117974,456.3,0,0,0,0,0,0,0,0,1,67.0,38.0,77.0,64,0,0,0,0,0,0,2,76,2,154,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,23896,2,2,68,158,34,34,34.0,0.0,79,79,79.0,0.0,9457.649816,167.3920321,7965.333333,13791.16588,23890,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,83.69601607,83.69601607,34,79,52.0,24.64751509,607.5,0,0,0,0,0,0,0,0,1,65.0,34.0,79.0,64,0,0,0,0,0,0,2,68,2,158,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,66462,3,4,433,2281,427,0,144.3333333,244.8148961,2267,2,570.25,1131.168238,40835.36457,105.3233427,11077.0,16666.55272,32591,4,32905,16452.5,23011.37598,32724,181,33871,11290.33333,18721.56634,32901,4,0,0,0,0,72,84,45.13857543,60.18476724,0,2267,339.25,792.9155513,628715.0714,0,0,0,1,0,0,0,0,1,387.7142857,144.3333333,570.25,72,0,0,0,0,0,0,3,433,4,2281,8192,30016,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,945239,7,5,376,3508,201,0,53.71428571,78.68653906,1460,0,701.6,731.5646246,4109.013699,12.69520195,85930.81818,167388.5817,576658,44,945239,157539.8333,207351.0059,576658,23161,676997,169249.25,329094.1252,662794,55,0,0,0,0,152,112,7.405534473,5.289667481,0,1460,298.7692308,539.9757948,291573.859,0,0,0,1,0,0,0,0,0,323.6666667,53.71428571,701.6,152,0,0,0,0,0,0,7,376,5,3508,8192,60,6,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
47136,52,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,38461.53846,52.0,0.0,52,52,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,19230.76923,19230.76923,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,340,240,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
37944,55,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,36363.63636,55.0,0.0,55,55,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,18181.81818,18181.81818,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,122,351,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,32452,1,1,41,103,41,41,41.0,0.0,103,103,103.0,0.0,4437.322815,61.62948354,32452.0,0.0,32452,32452,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,30.81474177,30.81474177,41,103,61.66666667,35.79571669,1281.333333,0,0,0,0,0,0,0,0,1,92.5,41.0,103.0,40,0,0,0,0,0,0,1,41,1,103,-1,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,286770,7,5,376,3508,201,0,53.71428571,78.68653906,1460,0,701.6,731.5646246,13543.95509,41.84538132,26070.0,33422.12652,85342,5,286770,47795.0,35735.26311,93643,831,124432,31108.0,56716.54115,115996,90,0,0,0,0,152,112,24.40980577,17.43557555,0,1460,298.7692308,539.9757948,291573.859,0,0,0,1,0,0,0,0,0,323.6666667,53.71428571,701.6,152,0,0,0,0,0,0,7,376,5,3508,8192,60,6,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
58522,231,3,0,31,0,31,0,10.33333333,17.89785834,0,0,0.0,0.0,134199.1342,12987.01299,115.5,94.0452019,182,49,231,115.5,94.0452019,182,49,0,0.0,0.0,0,0,0,0,0,0,96,0,12987.01299,0.0,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.33333333,10.33333333,0.0,96,0,0,0,0,0,0,3,31,0,0,1482,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30664,1,1,42,106,42,42,42.0,0.0,106,106,106.0,0.0,4826.506653,65.22306288,30664.0,0.0,30664,30664,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,32.61153144,32.61153144,42,106,63.33333333,36.95041723,1365.333333,0,0,0,0,0,0,0,0,1,95.0,42.0,106.0,20,0,0,0,0,0,0,1,42,1,106,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,60846,2,2,68,180,34,34,34.0,0.0,90,90,90.0,0.0,4075.863656,65.73973638,20282.0,35125.12438,60841,1,1,1.0,0.0,1,1,4,4.0,0.0,4,4,0,0,0,0,64,64,32.86986819,32.86986819,34,90,56.4,30.67246322,940.8,0,0,0,0,0,0,0,0,1,70.5,34.0,90.0,64,0,0,0,0,0,0,2,68,2,180,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,266,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,45112.78195,7518.796992,266.0,0.0,266,266,266,266.0,0.0,266,266,0,0.0,0.0,0,0,0,0,0,0,40,0,7518.796992,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,256,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
137,20,13,0,650,0,50,50,50.0,0.0,0,0,0.0,0.0,32500000.0,650000.0,1.666666667,1.435481125,6,1,20,1.666666667,1.435481125,6,1,0,0.0,0.0,0,0,0,0,0,0,416,0,650000.0,0.0,50,50,50.0,0.0,0.0,0,0,0,0,0,0,0,0,0,53.84615385,50.0,0.0,416,0,0,0,0,0,0,13,650,0,0,-1,-1,12,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,70619434,2,2,116,520,69,47,58.0,15.55634919,390,130,260.0,183.8477631,9.006019504,0.056641632,23500000.0,40700000.0,70600000,1660,70600000,70600000.0,0.0,70600000,70600000,70600000,70600000.0,0.0,70600000,70600000,0,0,0,0,72,52,0.028320816,0.028320816,47,390,141.0,142.588569,20331.5,0,0,0,0,0,0,0,0,1,176.25,58.0,260.0,72,0,0,0,0,0,0,2,116,2,520,-1,-1,1,32,1660.0,0.0,1660,1660,70600000.0,0.0,70600000,70600000,BENIGN
